Date,NASDAQ Open,NASDAQ  Close,SP500  Open,SP500  Close
2007/8/10,2529.540039,2544.889893,1453.089966,1453.640015
2007/8/13,2566.600098,2542.23999,1453.420044,1452.920044
2007/8/14,2549.26001,2499.120117,1452.869995,1426.540039
2007/8/15,2492.76001,2458.830078,1426.150024,1406.699951
2007/8/16,2440.909912,2451.070068,1406.640015,1411.27002
2007/8/17,2510.379883,2505.030029,1411.26001,1445.939941
2007/8/20,2511.070068,2508.590088,1445.939941,1445.550049
2007/8/21,2502.310059,2521.300049,1445.550049,1447.119995
2007/8/22,2542.98999,2552.800049,1447.030029,1464.069946
2007/8/23,2562.409912,2541.699951,1464.050049,1462.5
2007/8/24,2539.649902,2576.689941,1462.339966,1479.369995
2007/8/27,2570.409912,2561.25,1479.359985,1466.790039
2007/8/28,2546.389893,2500.639893,1466.719971,1432.359985
2007/8/29,2518.820068,2563.159912,1432.01001,1463.76001
2007/8/30,2545.080078,2565.300049,1463.670044,1457.640015
2007/8/31,2596.189941,2596.360107,1457.609985,1473.98999
2007/9/4,2596.379883,2630.23999,1473.959961,1489.420044
2007/9/5,2618.280029,2605.949951,1488.76001,1472.290039
2007/9/6,2615.73999,2614.320068,1472.030029,1478.550049
2007/9/7,2581.47998,2565.699951,1478.550049,1453.550049
2007/9/10,2581.780029,2559.110107,1453.5,1451.699951
2007/9/11,2573.280029,2597.469971,1451.689941,1471.48999
2007/9/12,2592.830078,2592.070068,1471.099976,1471.560059
2007/9/13,2607.129883,2601.060059,1471.469971,1483.949951
2007/9/14,2582.149902,2602.179932,1483.949951,1484.25
2007/9/17,2594.040039,2581.659912,1484.23999,1476.650024
2007/9/18,2592.959961,2651.659912,1476.630005,1519.780029
2007/9/19,2665.889893,2666.47998,1519.75,1529.030029
2007/9/20,2659.580078,2654.290039,1528.689941,1518.75
2007/9/21,2670.75,2671.219971,1518.75,1525.75
2007/9/24,2676.419922,2667.949951,1525.75,1517.72998
2007/9/25,2658.530029,2683.449951,1516.339966,1517.209961
2007/9/26,2696.530029,2699.030029,1518.619995,1525.420044
2007/9/27,2711.820068,2709.590088,1527.319946,1531.380005
2007/9/28,2709.649902,2701.5,1531.23999,1526.75
2007/10/1,2704.25,2740.98999,1527.290039,1547.040039
2007/10/2,2740.649902,2747.110107,1546.959961,1546.630005
2007/10/3,2734.320068,2729.429932,1545.800049,1539.589966
2007/10/4,2735.389893,2733.570068,1539.910034,1542.839966
2007/10/5,2754.679932,2780.320068,1543.839966,1557.589966
2007/10/8,2777.719971,2787.370117,1556.51001,1552.579956
2007/10/9,2793.949951,2803.909912,1553.180054,1565.150024
2007/10/10,2805.439941,2811.610107,1564.97998,1562.469971
2007/10/11,2824.550049,2772.199951,1564.719971,1554.410034
2007/10/12,2779.790039,2805.679932,1555.410034,1561.800049
2007/10/15,2809.169922,2780.050049,1562.25,1548.709961
2007/10/16,2770.030029,2763.909912,1547.810059,1538.530029
2007/10/17,2801.659912,2792.669922,1544.439941,1541.23999
2007/10/18,2778.310059,2799.310059,1539.290039,1540.079956
2007/10/19,2799.320068,2725.159912,1540,1500.630005
2007/10/22,2705.860107,2753.929932,1497.790039,1506.329956
2007/10/23,2775.52002,2799.26001,1509.300049,1519.589966
2007/10/24,2775.330078,2774.76001,1516.609985,1515.880005
2007/10/25,2777.590088,2750.860107,1516.150024,1514.400024
2007/10/26,2806.52002,2804.189941,1522.170044,1535.280029
2007/10/29,2815.159912,2817.439941,1536.920044,1540.97998
2007/10/30,2807.320068,2816.709961,1539.420044,1531.02002
2007/10/31,2827.800049,2859.120117,1532.150024,1549.380005
2007/11/1,2835,2794.830078,1545.790039,1508.439941
2007/11/2,2812.790039,2810.379883,1511.069946,1509.650024
2007/11/5,2782.800049,2795.179932,1505.609985,1502.170044
2007/11/6,2809.810059,2825.179932,1505.329956,1520.27002
2007/11/7,2798.449951,2748.76001,1515.459961,1475.619995
2007/11/8,2748.399902,2696,1475.27002,1474.77002
2007/11/9,2648.959961,2627.939941,1467.589966,1453.699951
2007/11/12,2619.409912,2584.129883,1453.660034,1439.180054
2007/11/13,2613.370117,2673.649902,1441.349976,1481.050049
2007/11/14,2698.030029,2644.320068,1483.400024,1470.579956
2007/11/15,2636.27002,2618.51001,1468.040039,1451.150024
2007/11/16,2631.810059,2637.23999,1453.089966,1458.73999
2007/11/19,2622.439941,2593.379883,1456.699951,1433.27002
2007/11/20,2603.530029,2596.810059,1434.51001,1439.699951
2007/11/21,2570.530029,2562.149902,1434.709961,1416.77002
2007/11/23,2578.98999,2596.600098,1417.619995,1440.699951
2007/11/26,2599.820068,2540.98999,1440.73999,1407.219971
2007/11/27,2557.97998,2580.800049,1409.589966,1428.22998
2007/11/28,2607.330078,2662.909912,1432.949951,1469.02002
2007/11/29,2653.360107,2668.129883,1467.410034,1469.719971
2007/11/30,2693.610107,2660.959961,1471.829956,1481.140015
2007/12/3,2654.909912,2637.129883,1479.630005,1472.420044
2007/12/4,2620.340088,2619.830078,1471.339966,1462.790039
2007/12/5,2648.959961,2666.360107,1465.219971,1485.01001
2007/12/6,2665.870117,2709.030029,1484.589966,1507.339966
2007/12/7,2710.330078,2706.159912,1508.599976,1504.660034
2007/12/10,2710.72998,2718.949951,1505.109985,1515.959961
2007/12/11,2723.090088,2652.350098,1516.680054,1477.650024
2007/12/12,2703.26001,2671.139893,1487.579956,1486.589966
2007/12/13,2651.449951,2668.48999,1483.27002,1488.410034
2007/12/14,2647.679932,2635.73999,1486.189941,1467.949951
2007/12/17,2623.22998,2574.459961,1465.050049,1445.900024
2007/12/18,2597.590088,2596.030029,1445.920044,1454.97998
2007/12/19,2593.330078,2601.01001,1454.699951,1453
2007/12/20,2628.120117,2640.860107,1456.420044,1460.119995
2007/12/21,2676.850098,2691.98999,1463.189941,1484.459961
2007/12/24,2694.350098,2713.5,1484.550049,1496.449951
2007/12/26,2702.820068,2724.409912,1495.119995,1497.660034
2007/12/27,2715.02002,2676.790039,1495.050049,1476.27002
2007/12/28,2693.360107,2674.459961,1479.829956,1478.48999
2007/12/31,2663.780029,2652.280029,1475.25,1468.359985
2008/1/2,2653.909912,2609.629883,1467.969971,1447.160034
2008/1/3,2611.959961,2602.679932,1447.550049,1447.160034
2008/1/4,2571.080078,2504.649902,1444.01001,1411.630005
2008/1/7,2514.149902,2499.459961,1414.069946,1416.180054
2008/1/8,2506.969971,2440.51001,1415.709961,1390.189941
2008/1/9,2443.850098,2474.550049,1390.25,1409.130005
2008/1/10,2452.120117,2488.52002,1406.780029,1420.329956
2008/1/11,2471.860107,2439.939941,1419.910034,1401.02002
2008/1/14,2470.870117,2478.300049,1402.910034,1416.25
2008/1/15,2449.040039,2417.590088,1411.880005,1380.949951
2008/1/16,2390.560059,2394.590088,1377.410034,1373.199951
2008/1/17,2405.73999,2346.899902,1374.790039,1333.25
2008/1/18,2365.560059,2340.02002,1333.900024,1325.189941
2008/1/22,2221.199951,2292.27002,1312.939941,1310.5
2008/1/23,2226.77002,2316.409912,1310.410034,1338.599976
2008/1/24,2328.860107,2360.919922,1340.130005,1352.069946
2008/1/25,2402.800049,2326.199951,1357.319946,1330.609985
2008/1/28,2324.850098,2349.909912,1330.699951,1353.959961
2008/1/29,2360.429932,2358.060059,1355.939941,1362.300049
2008/1/30,2346.360107,2349,1362.219971,1355.810059
2008/1/31,2317.110107,2389.860107,1351.97998,1378.550049
2008/2/1,2392.580078,2413.360107,1378.599976,1395.420044
2008/2/4,2413.419922,2382.850098,1395.380005,1380.819946
2008/2/5,2344.810059,2309.570068,1380.280029,1336.640015
2008/2/6,2327.179932,2278.75,1339.47998,1326.449951
2008/2/7,2259.620117,2293.030029,1324.01001,1336.910034
2008/2/8,2290.5,2304.850098,1336.880005,1331.290039
2008/2/11,2310.75,2320.060059,1331.920044,1339.130005
2008/2/12,2333.310059,2320.040039,1340.550049,1348.859985
2008/2/13,2347.219971,2373.929932,1353.119995,1367.209961
2008/2/14,2376.219971,2332.540039,1367.329956,1348.859985
2008/2/15,2320.580078,2321.800049,1347.52002,1349.98999
2008/2/19,2348.97998,2306.199951,1355.859985,1348.780029
2008/2/20,2292.820068,2327.100098,1348.390015,1360.030029
2008/2/21,2344.080078,2299.780029,1362.209961,1342.530029
2008/2/22,2306.610107,2303.350098,1344.219971,1353.109985
2008/2/25,2303.409912,2327.47998,1352.75,1371.800049
2008/2/26,2314.419922,2344.98999,1371.76001,1381.290039
2008/2/27,2329.159912,2353.780029,1378.949951,1380.02002
2008/2/28,2342.560059,2331.570068,1378.160034,1367.680054
2008/2/29,2309.060059,2271.47998,1364.069946,1330.630005
2008/3/3,2271.26001,2258.600098,1330.449951,1331.339966
2008/3/4,2244.209961,2260.280029,1329.579956,1326.75
2008/3/5,2266.48999,2272.810059,1327.689941,1333.699951
2008/3/6,2265.669922,2220.5,1332.199951,1304.339966
2008/3/7,2204.47998,2212.48999,1301.530029,1293.369995
2008/3/10,2211.139893,2169.340088,1293.160034,1273.369995
2008/3/11,2209.649902,2255.76001,1274.400024,1320.650024
2008/3/12,2259.969971,2243.870117,1321.130005,1308.77002
2008/3/13,2219.280029,2263.610107,1305.26001,1315.47998
2008/3/14,2271.209961,2212.48999,1316.050049,1288.140015
2008/3/17,2166.939941,2177.01001,1283.209961,1276.599976
2008/3/18,2215.610107,2268.26001,1277.160034,1330.73999
2008/3/19,2272.120117,2209.959961,1330.969971,1298.420044
2008/3/20,2220.5,2258.110107,1299.670044,1329.51001
2008/3/24,2268.199951,2326.75,1330.290039,1349.880005
2008/3/25,2329.159912,2341.050049,1349.069946,1352.98999
2008/3/26,2328.620117,2324.360107,1352.449951,1341.130005
2008/3/27,2315.040039,2280.830078,1340.339966,1325.76001
2008/3/28,2291.320068,2261.179932,1327.02002,1315.219971
2008/3/31,2265.149902,2279.100098,1315.920044,1322.699951
2008/4/1,2306.51001,2362.75,1326.410034,1370.180054
2008/4/2,2363.419922,2361.399902,1369.959961,1367.530029
2008/4/3,2347.909912,2363.300049,1365.689941,1369.310059
2008/4/4,2366.909912,2370.97998,1369.849976,1370.400024
2008/4/7,2386.620117,2364.830078,1373.689941,1372.540039
2008/4/8,2353.580078,2348.76001,1370.160034,1365.540039
2008/4/9,2351.939941,2322.120117,1365.5,1354.48999
2008/4/10,2326.780029,2351.699951,1355.369995,1360.550049
2008/4/11,2327.699951,2290.23999,1357.97998,1332.829956
2008/4/14,2287.02002,2275.820068,1332.199951,1328.319946
2008/4/15,2287.429932,2286.040039,1331.719971,1334.430054
2008/4/16,2313.419922,2350.110107,1337.02002,1364.709961
2008/4/17,2347.320068,2341.830078,1363.369995,1365.560059
2008/4/18,2394.52002,2402.969971,1369,1390.329956
2008/4/21,2393.070068,2408.040039,1387.719971,1388.170044
2008/4/22,2397.120117,2376.939941,1386.430054,1375.939941
2008/4/23,2391.639893,2405.209961,1378.400024,1379.930054
2008/4/24,2408.25,2428.919922,1380.52002,1388.819946
2008/4/25,2424.679932,2422.929932,1387.880005,1397.839966
2008/4/28,2422.629883,2424.399902,1397.959961,1396.369995
2008/4/29,2420,2426.100098,1395.609985,1390.939941
2008/4/30,2434.199951,2412.800049,1391.219971,1385.589966
2008/5/1,2416.48999,2480.709961,1385.969971,1409.339966
2008/5/2,2499.139893,2476.98999,1409.160034,1413.900024
2008/5/5,2475.310059,2464.120117,1415.339966,1407.48999
2008/5/6,2455.110107,2483.310059,1405.599976,1418.26001
2008/5/7,2483.030029,2438.48999,1417.48999,1392.569946
2008/5/8,2450.01001,2451.23999,1394.290039,1397.680054
2008/5/9,2432.550049,2445.52002,1394.900024,1388.280029
2008/5/12,2454.649902,2488.48999,1389.400024,1403.579956
2008/5/13,2491.02002,2495.120117,1404.400024,1403.040039
2008/5/14,2503.280029,2496.699951,1405.650024,1408.660034
2008/5/15,2496.439941,2533.72998,1408.359985,1423.569946
2008/5/16,2537.409912,2528.850098,1423.890015,1425.349976
2008/5/19,2530.820068,2516.090088,1425.280029,1426.630005
2008/5/20,2505.860107,2492.26001,1424.48999,1413.400024
2008/5/21,2497.389893,2448.27002,1414.060059,1390.709961
2008/5/22,2454.73999,2464.580078,1390.829956,1394.349976
2008/5/23,2454.139893,2444.669922,1392.199951,1375.930054
2008/5/27,2450.52002,2481.23999,1375.969971,1385.349976
2008/5/28,2491.5,2486.699951,1386.540039,1390.839966
2008/5/29,2486.090088,2508.320068,1390.5,1398.26001
2008/5/30,2519.139893,2522.659912,1398.359985,1400.380005
2008/6/2,2514.820068,2491.530029,1399.619995,1385.670044
2008/6/3,2500.5,2480.47998,1386.420044,1377.650024
2008/6/4,2473.030029,2503.139893,1376.26001,1377.199951
2008/6/5,2509.48999,2549.939941,1377.47998,1404.050049
2008/6/6,2528.52002,2474.560059,1400.060059,1360.680054
2008/6/9,2483.219971,2459.459961,1360.829956,1361.76001
2008/6/10,2436.75,2448.939941,1358.97998,1358.439941
2008/6/11,2444.939941,2394.01001,1357.089966,1335.48999
2008/6/12,2414.459961,2404.350098,1335.780029,1339.869995
2008/6/13,2423.050049,2454.5,1341.810059,1360.030029
2008/6/16,2443.129883,2474.780029,1358.849976,1360.140015
2008/6/17,2481.199951,2457.72998,1360.709961,1350.930054
2008/6/18,2444.959961,2429.709961,1349.589966,1337.810059
2008/6/19,2427.169922,2462.060059,1336.890015,1342.829956
2008/6/20,2441.959961,2406.090088,1341.02002,1317.930054
2008/6/23,2416.550049,2385.73999,1319.77002,1318
2008/6/24,2375.800049,2368.280029,1317.22998,1314.290039
2008/6/25,2376.820068,2401.26001,1314.540039,1321.969971
2008/6/26,2365.860107,2321.370117,1316.290039,1283.150024
2008/6/27,2319.620117,2315.629883,1283.599976,1278.380005
2008/6/30,2312.419922,2292.97998,1278.060059,1280
2008/7/1,2274.23999,2304.969971,1276.689941,1284.910034
2008/7/2,2311.570068,2251.459961,1285.819946,1261.52002
2008/7/3,2261.73999,2245.379883,1262.959961,1262.900024
2008/7/7,2263.689941,2243.320068,1262.900024,1252.310059
2008/7/8,2244.899902,2294.439941,1251.839966,1273.699951
2008/7/9,2290.629883,2234.889893,1273.380005,1244.689941
2008/7/10,2239.949951,2257.850098,1245.25,1253.390015
2008/7/11,2233.379883,2239.080078,1248.660034,1239.48999
2008/7/14,2262.860107,2212.870117,1241.609985,1228.300049
2008/7/15,2197.179932,2215.709961,1226.829956,1214.910034
2008/7/16,2219.27002,2284.850098,1214.650024,1245.359985
2008/7/17,2296.570068,2312.300049,1246.310059,1260.319946
2008/7/18,2286.919922,2282.780029,1258.219971,1260.680054
2008/7/21,2290.75,2279.530029,1261.819946,1260
2008/7/22,2256.320068,2303.959961,1257.079956,1277
2008/7/23,2305.110107,2325.879883,1278.869995,1282.189941
2008/7/24,2329.209961,2280.110107,1283.219971,1252.540039
2008/7/25,2294.689941,2310.530029,1253.51001,1257.76001
2008/7/28,2307.189941,2264.219971,1257.76001,1234.369995
2008/7/29,2274.610107,2319.620117,1236.380005,1263.199951
2008/7/30,2329.01001,2329.719971,1264.52002,1284.26001
2008/7/31,2311.330078,2325.550049,1281.369995,1267.380005
2008/8/1,2326.830078,2310.959961,1269.420044,1260.310059
2008/8/4,2309.75,2285.560059,1253.27002,1249.01001
2008/8/5,2308.139893,2349.830078,1254.869995,1284.880005
2008/8/6,2349.169922,2378.370117,1283.98999,1289.189941
2008/8/7,2362.790039,2355.72998,1286.51001,1266.069946
2008/8/8,2356.840088,2414.100098,1266.290039,1296.319946
2008/8/11,2407.550049,2439.949951,1294.420044,1305.319946
2008/8/12,2434.26001,2430.610107,1304.790039,1289.589966
2008/8/13,2424.320068,2428.620117,1288.640015,1285.829956
2008/8/14,2414.409912,2453.669922,1282.109985,1292.930054
2008/8/15,2463.100098,2452.52002,1293.849976,1298.199951
2008/8/18,2456.959961,2416.97998,1298.140015,1278.599976
2008/8/19,2404.949951,2384.360107,1276.650024,1266.689941
2008/8/20,2396.580078,2389.080078,1267.339966,1274.540039
2008/8/21,2371.540039,2380.379883,1271.069946,1277.719971
2008/8/22,2390.340088,2414.709961,1277.589966,1292.199951
2008/8/25,2399.72998,2365.590088,1290.469971,1266.839966
2008/8/26,2364.310059,2361.969971,1267.030029,1271.51001
2008/8/27,2362.860107,2382.459961,1271.290039,1281.660034
2008/8/28,2390.110107,2411.639893,1283.790039,1300.680054
2008/8/29,2388.669922,2367.52002,1296.48999,1282.829956
2008/9/2,2402.110107,2349.23999,1287.829956,1277.579956
2008/9/3,2346.810059,2333.72998,1276.609985,1274.97998
2008/9/4,2315.179932,2259.040039,1271.800049,1236.829956
2008/9/5,2241.620117,2255.879883,1233.209961,1242.310059
2008/9/8,2296.179932,2269.76001,1249.5,1267.790039
