Date,TAIEX,DJIA,NASDAQ,SP500
2002/1/4,5638.529785,9891.419922,1990.73999,1138.410034
2002/1/7,5834.890137,9924.150391,2000.910034,1146.189941
2002/1/8,5810.080078,9712.269531,1944.439941,1127.569946
2002/1/9,5865.540039,9850.040039,1985.819946,1138.880005
2002/1/10,5871.279785,9771.849609,1930.339966,1127.579956
2002/1/11,5687.589844,9713.799805,1882.530029,1119.310059
2002/1/14,5611.859863,9730.959961,1922.380005,1128.180054
2002/1/15,5592.740234,9796.070313,1942.579956,1132.150024
2002/1/16,5488.330078,9840.080078,1937.699951,1133.280029
2002/1/17,5501.129883,9865.75,1943.910034,1133.060059
2002/1/18,5522.799805,9618.240234,1892.98999,1100.640015
2002/1/21,5798.049805,9762.860352,1913.439941,1113.569946
2002/1/22,5804.100098,9920,1934.030029,1130.199951
2002/1/23,5769.779785,9907.259766,1911.23999,1122.199951
2002/1/24,5801.919922,9687.089844,1855.530029,1094.439941
2002/1/25,5950.640137,9685.429688,1838.52002,1090.02002
2002/1/28,6007.330078,9653.389648,1812.709961,1083.51001
2002/1/29,5846.189941,9625.44043,1782.109985,1080.170044
2002/1/30,5812.669922,9744.240234,1818.880005,1096.219971
2002/1/31,5872.140137,9884.780273,1846.660034,1111.939941
2002/2/1,5857.930176,9863.740234,1834.209961,1107.5
2002/2/4,5849.850098,9989.669922,1859.160034,1118.51001
2002/2/5,5844.25,10001.99023,1843.369995,1116.47998
2002/2/6,5926.080078,9903.040039,1805.199951,1104.180054
2002/2/7,null,9745.139648,1750.609985,1083.339966
2002/2/8,null,9941.169922,1775.569946,1097.97998
2002/2/11,null,9834.679688,1716.23999,1080.949951
2002/2/12,null,9968.150391,1724.540039,1089.839966
2002/2/13,null,10145.70996,1769.880005,1109.430054
2002/2/14,null,10115.25977,1766.859985,1109.380005
2002/2/15,null,10127.58008,1751.880005,1109.890015
2002/2/18,5968.609863,10106.12988,1731.48999,1106.72998
2002/2/19,5861.660156,10368.86035,1802.73999,1131.780029
2002/2/20,5692.180176,10586.82031,1859.319946,1153.839966
2002/2/21,5656.100098,10433.41016,1866.290039,1146.140015
2002/2/22,5609.830078,10574.29004,1890.400024,1162.77002
2002/2/25,5510.709961,10525.37012,1881.630005,1157.540039
2002/2/26,5499.790039,10572.49023,1929.670044,1164.310059
2002/2/27,5696.109863,10611.24023,1929.48999,1168.26001
2002/2/28,null,10632.34961,1897.119995,1165.579956
2002/3/1,5680.779785,10501.84961,1862.030029,1154.089966
2002/3/4,5874.47998,10517.13965,1854.140015,1153.040039
2002/3/5,5957.75,10607.23047,1868.300049,1166.160034
2002/3/6,6097.569824,10577.75,1877.060059,1165.550049
2002/3/7,6048.149902,10635.25,1880.869995,1170.290039
2002/3/8,6011.649902,10501.57031,1832.869995,1151.849976
2002/3/11,6196.259766,10479.83984,1868.829956,1153.589966
2002/3/12,6122.540039,10427.66992,1851.390015,1148.699951
2002/3/13,6088.339844,10281.66992,1812.48999,1131.869995
2002/3/14,6070.5,10353.36035,1824.170044,1138.48999
2002/3/15,5951.450195,10426.91016,1826.75,1144.579956
2002/3/18,5972.109863,10403.94043,1845.349976,1147.390015
2002/3/19,5906.72998,10362.7002,1862.619995,1146.540039
2002/3/20,6059.060059,10313.70996,1804.400024,1136.76001
2002/3/21,6046.52002,10198.29004,1784.349976,1125.400024
2002/3/22,6140.419922,10235.16992,1789.75,1126.339966
2002/3/25,6219.169922,10271.63965,1770.030029,1122.72998
2002/3/26,6242.640137,10249.08008,1785.869995,1125.290039
2002/3/27,6147.75,10208.66992,1742.569946,1117.800049
2002/3/28,6209.919922,10381.73047,1767.069946,1130.469971
2002/3/29,6167.470215,10176.08008,1725.23999,1103.689941
2002/4/1,6186.439941,10190.82031,1756.189941,1111.01001
2002/4/2,6243.459961,10093.66992,1753.780029,1102.550049
2002/4/3,6294.660156,10301.32031,1816.790039,1128.369995
2002/4/4,6207.089844,10220.78027,1810.670044,1126.069946
2002/4/5,null,10205.28027,1802.430054,1124.469971
2002/4/8,6190.830078,10257.11035,1796.829956,1125.170044
2002/4/9,6069.850098,10136.42969,1758.680054,1107.829956
2002/4/10,6059.209961,10089.24023,1730.290039,1100.959961
2002/4/11,6073.759766,10030.42969,1713.339966,1093.140015
2002/4/12,6182.589844,10035.05957,1713.699951,1091.47998
2002/4/15,6196,9910.719727,1663.890015,1076.319946
2002/4/16,6257.72998,9819.870117,1656.930054,1065.449951
2002/4/17,6390.680176,9946.219727,1688.22998,1076.920044
2002/4/18,6387.209961,10059.62988,1677.530029,1086.459961
2002/4/19,6448.120117,10091.87012,1644.819946,1084.560059
2002/4/22,6462.299805,10006.62988,1613.030029,1073.430054
2002/4/23,6390.620117,9808.040039,1578.47998,1052.670044
2002/4/24,6455.390137,9836.549805,1573.819946,1049.48999
2002/4/25,6355.589844,10141.83008,1696.290039,1088.849976
2002/4/26,6306.930176,10037.41992,1650.48999,1073.01001
2002/4/29,6205.089844,9939.919922,1600.849976,1054.98999
2002/4/30,6065.72998,10109.66016,1652.540039,1074.560059
2002/5/1,null,10298.13965,1719.050049,1097.280029
2002/5/2,5867.830078,10243.67969,1725.560059,1091.069946
2002/5/3,5910.319824,10289.20996,1730.439941,1098.22998
2002/5/6,5642.47998,10353.08008,1741.390015,1106.589966
2002/5/7,5663.97998,10229.5,1701.589966,1091.880005
2002/5/8,5711.529785,10105.70996,1664.180054,1079.880005
2002/5/9,5739.279785,10157.87988,1673.449951,1086.02002
2002/5/10,5807.299805,10216.08008,1697.630005,1097.079956
2002/5/13,5742.660156,10104.25977,1661.48999,1083.819946
2002/5/14,5755.919922,9981.580078,1652.170044,1074.550049
2002/5/15,5910.689941,9923.040039,1624.390015,1067.660034
2002/5/16,5801.470215,9911.69043,1631.920044,1064.660034
2002/5/17,5789.839844,9925.25,1615.72998,1067.140015
2002/5/20,5574.709961,9709.790039,1562.560059,1040.680054
2002/5/21,5443.180176,9687.839844,1578.119995,1040.689941
2002/5/22,5541.640137,9796.799805,1595.26001,1049.900024
2002/5/23,5549.959961,9624.639648,1554.880005,1029.150024
2002/5/24,5706.399902,9589.669922,1535.47998,1027.530029
2002/5/27,5729.899902,9645.400391,1530.689941,1030.73999
2002/5/28,5669.529785,9517.259766,1497.180054,1013.599976
2002/5/29,5623.22998,9617.709961,1519.119995,1020.26001
2002/5/30,5736.189941,9502.799805,1496.880005,1009.559998
2002/5/31,5675.649902,9474.209961,1504.73999,1007.27002
2002/6/3,5571.080078,9687.419922,1553.290039,1036.170044
2002/6/4,5527.799805,9706.120117,1542.959961,1037.140015
2002/6/5,5599.419922,9561.570313,1496.829956,1019.98999
2002/6/6,5591.02002,9431.769531,1464.75,1006.289978
2002/6/7,5433.02002,9253.790039,1440.959961,989.140015
2002/6/10,5499.330078,9281.820313,1460.339966,992.719971
2002/6/11,5405.419922,9126.820313,1423.98999,976.140015
2002/6/12,5399.959961,9120.110352,1429.329956,973.530029
2002/6/13,5562.22998,9269.919922,1459.199951,990.640015
2002/6/14,5562.120117,9243.259766,1463.209961,989.820007
2002/6/17,5537.810059,9109.790039,1403.800049,968.650024
2002/6/18,5536.419922,9007.75,1357.819946,948.090027
2002/6/19,5399.5,9054.969727,1380.170044,953.98999
2002/6/20,5445.77002,9379.5,1448.359985,989.030029
2002/6/21,5460.529785,9274.900391,1405.609985,976.97998
2002/6/24,5384.890137,9096.089844,1381.119995,952.830017
2002/6/25,5316.040039,8813.5,1346.01001,920.469971
2002/6/26,5123.040039,8801.530273,1374.430054,927.369995
2002/6/27,5071.759766,8684.530273,1373.5,921.390015
2002/6/28,5153.709961,8639.19043,1382.619995,917.929993
2002/7/1,4969.319824,8473.110352,1375.26001,900.940002
2002/7/2,4995.080078,8542.480469,1397.25,906.039978
2002/7/3,5047.819824,8409.490234,1356.949951,881.559998
2002/7/4,5130.799805,8019.259766,1319.150024,847.75
2002/7/5,5255.22998,7784.580078,1282.650024,819.849976
2002/7/8,5377.859863,7702.339844,1229.050049,797.700012
2002/7/9,5388.52002,8191.290039,1290.22998,843.429993
2002/7/10,5262.009766,8186.310059,1240.079956,838.679993
2002/7/11,5202.589844,8264.389648,1262.119995,852.840027
2002/7/12,5416.5,8711.879883,1335.25,898.960022
2002/7/15,5393.009766,8680.030273,1344.189941,902.780029
2002/7/16,5318.009766,8736.589844,1328.26001,911.619995
2002/7/17,5250.819824,8506.620117,1280,884.659973
2002/7/18,5242.109863,8313.129883,1247.920044,864.23999
2002/7/19,5161.919922,8043.629883,1206.01001,834.599976
2002/7/22,5043.5,8274.089844,1259.550049,859.570007
2002/7/23,5159.22998,8456.150391,1280.900024,876.77002
2002/7/24,5039.47998,8712.019531,1316.52002,905.460022
2002/7/25,5045.069824,8745.450195,1306.119995,908.640015
2002/7/26,4855.339844,8688.889648,1306.839966,903.799988
2002/7/29,4858.439941,8482.389648,1269.280029,884.210022
2002/7/30,5005.040039,8743.30957,1334.300049,919.619995
2002/7/31,4940.379883,8818.139648,1345.01001,930.25
2002/8/1,4916.589844,8778.05957,1361.01001,928.77002
2002/8/2,4920.890137,8990.790039,1394.540039,950.700012
2002/8/5,4636.669922,8872.070313,1376.589966,937.429993
2002/8/6,4572.350098,8957.230469,1409.25,949.359985
2002/8/7,4720.72998,9053.639648,1422.949951,962.700012
2002/8/8,4700.22998,8872.959961,1380.619995,940.859985
2002/8/9,4851.439941,8919.009766,1391.73999,947.950012
2002/8/12,4852.069824,8824.410156,1347.780029,934.820007
2002/8/13,4817.930176,8694.089844,1314.380005,917.869995
2002/8/14,4887.430176,8670.990234,1335.77002,917.799988
2002/8/15,4931.470215,8663.5,1314.849976,916.070007
2002/8/16,4919.02002,8308.049805,1263.839966,878.02002
2002/8/19,4888,8425.120117,1292.310059,893.400024
2002/8/20,4919.259766,8283.700195,1251,879.150024
2002/8/21,4887.790039,8427.200195,1295.300049,893.919983
2002/8/22,4956.490234,8519.379883,1304.599976,902.960022
2002/8/23,4968.850098,8602.610352,1320.089966,909.580017
2002/8/26,4935.919922,8581.169922,1315.449951,909.450012
2002/8/27,4878.850098,8379.410156,1279.680054,886.909973
2002/8/28,4789.629883,8312.69043,1291.400024,889.809998
2002/8/29,4800.629883,8380.179688,1275.880005,891.099976
2002/8/30,4764.939941,8207.549805,1259.939941,873.52002
2002/9/2,4644.580078,8172.450195,1252.130005,869.460022
2002/9/3,4588.060059,7942.390137,1216.449951,843.320007
2002/9/4,4534.149902,7986.02002,1221.089966,845.390015
2002/9/5,4459.370117,7872.149902,1184.930054,833.700012
2002/9/6,null,7683.129883,1182.170044,819.289978
2002/9/9,4533.27002,7841.819824,1222.290039,839.659973
2002/9/10,4668.009766,7997.120117,1221.609985,854.950012
2002/9/11,4660.529785,7701.450195,1199.160034,827.369995
2002/9/12,4647.370117,7591.930176,1172.060059,815.280029
2002/9/13,4580.169922,7938.790039,1213.719971,847.909973
2002/9/16,4457.160156,7755.609863,1187.300049,827.909973
2002/9/17,4633.859863,7717.189941,1165.560059,818.950012
2002/9/18,4482.649902,7528.399902,1139.900024,800.580017
2002/9/19,4491.310059,7422.839844,1119.400024,785.280029
2002/9/20,4429.25,7501.490234,1129.219971,798.549988
2002/9/23,4328.399902,7286.27002,1114.109985,776.76001
2002/9/24,4286.939941,7533.950195,1163.369995,803.919983
2002/9/25,4185.950195,7850.290039,1210.469971,835.320007
2002/9/26,4222.220215,7877.399902,1220.530029,841.440002
2002/9/27,4208.799805,8255.679688,1282.439941,881.27002
2002/9/30,4191.810059,8036.029785,1232.420044,860.02002
2002/10/1,4162.77002,8275.040039,1272.290039,879.200012
2002/10/2,4171.759766,8322.400391,1287.859985,884.390015
2002/10/3,4075.97998,8538.240234,1309.670044,899.719971
2002/10/4,4067.790039,8450.160156,1292.800049,890.159973
2002/10/7,3924.040039,8494.269531,1320.22998,896.140015
2002/10/8,3964.280029,8317.339844,1298.709961,882.5
2002/10/9,3947.610107,8443.990234,1331.130005,897.650024
2002/10/10,null,8368.040039,1315.829956,890.22998
2002/10/11,3850.040039,8368.94043,1300.540039,882.150024
2002/10/14,3910.97998,8427.410156,1326.72998,890.710022
2002/10/15,4131.470215,8397.030273,1329.75,885.76001
2002/10/16,4223.319824,8517.639648,1360.699951,900.960022
2002/10/17,4280.810059,8571.599609,1396.540039,908.349976
2002/10/18,4458.169922,8678.269531,1401.170044,915.390015
2002/10/21,4463.52002,8771.009766,1418.98999,923.76001
2002/10/22,4386.459961,8586.240234,1376.709961,902.650024
2002/10/23,4589.879883,8537.129883,1359.280029,894.73999
2002/10/24,4574.799805,8358.950195,1319.189941,876.190002
2002/10/25,4564.060059,8386,1349.560059,882.950012
2002/10/28,4601.370117,8398.490234,1361.329956,882.530029
2002/10/29,4554.129883,8542.129883,1411.52002,904.27002
2002/10/30,4498.72998,8579.089844,1411.140015,909.830017
2002/10/31,4579.140137,8486.570313,1393.689941,900.359985
2002/11/1,4500.549805,8474.780273,1374.51001,896.73999
2002/11/4,4583.680176,8623.009766,1419.349976,914.150024
2002/11/5,4566.100098,8845.150391,1467.550049,933.76001
2002/11/6,4725.339844,8804.839844,1468.73999,930.549988
2002/11/7,4757.97998,8849.400391,1481.900024,932.869995
2002/11/8,4811.009766,8676.419922,1444.430054,913.309998
2002/11/11,4664.649902,8931.679688,1487.939941,938.869995
2002/11/12,4676.470215,8896.089844,1478.780029,936.309998
2002/11/13,4671.77002,8862.570313,1484.780029,934.530029
2002/11/14,4665.560059,8742.929688,1448.959961,920.75
2002/11/15,4813.529785,8737.849609,1430.349976,917.580017
2002/11/18,4790.609863,8623.280273,1410.75,906.549988
2002/11/19,4726.5,8645.769531,1422.439941,912.22998
2002/11/20,4653.5,8473.410156,1367.140015,892
2002/11/21,4579.450195,8574.259766,1390.76001,904.450012
2002/11/22,4707.609863,8589.139648,1396.589966,904.960022
2002/11/25,4723.160156,8538.400391,1399.550049,901.580017
2002/11/26,4677.890137,8433.709961,1362.420044,889.47998
2002/11/27,4633.029785,8627.400391,1400.329956,910.400024
2002/11/28,4612.600098,8535.389648,1392.050049,902.98999
2002/11/29,4646.689941,8447.349609,1361.51001,891.119995
2002/12/2,4683.180176,8364.799805,1354.099976,884.25
2002/12/3,4793.930176,8511.320313,1363.050049,895.76001
2002/12/4,4727.490234,8493.290039,1381.689941,897.380005
2002/12/5,4755.399902,8448.110352,1372.469971,892.469971
2002/12/6,4738.97998,8432.610352,1367.890015,889.659973
2002/12/9,4823.669922,8303.780273,1348.310059,875.400024
2002/12/10,4755.009766,8332.849609,1339.540039,879.390015
2002/12/11,4699.410156,8341.629883,1335.51001,879.820007
2002/12/12,4669.700195,8607.519531,1384.849976,909.030029
2002/12/13,4588.140137,,,
2002/12/16,4582.049805,,,
2002/12/17,4545.620117,,,
2002/12/18,4535.930176,,,
2002/12/19,4549.22998,,,
2002/12/20,4595.669922,,,
2002/12/23,4572.77002,,,
2002/12/24,4544.5,,,
2002/12/25,4484.430176,,,
2002/12/26,4567.370117,,,
2002/12/27,4547.319824,,,
2002/12/30,4457.75,,,
2002/12/31,4452.450195,,,
